Descrição do Item,Categoria,Valor,Data
Fornecimento de pacote de furadores para escritório (NIF: 9953741074),Material de Escritório,9065.65 €,18-04-2023
Switch de Rede Asus Basic para uso profissional - Ref: V114,Equipamentos Informáticos,4860.90€,19.10.2023
Licença por utilizador de Sage Pro (Período: Dez/2024),Licenciamento de Software,6510.13€,2023-11-29
Fornecimento de gás natural para instalações - tarifa bi-horária (Endesa) (Período: Jul/2024),Energia e Utilidades,9884.31€,28.01.2023
Serviço jurídico de asswssoria contratual - elaboração de procuração (NIF: 1666966302),Serviços Jurídicos,3900.78€,11-09-2023
Formação em segurança no trabalho para colaboradores - blended 8 horas (Período: Ago/2024),Formação e Desenvolvimento,2728.41€,10-09-2023
Formação em RGPD para colaboradores - presencial 16 horas (NIF: 2813598613),Formação e Desenvolvimento,4244.24 €,2023-02-21
Serviço de reconciliação bancária mensal - Ref: Q760,Serviços de Contabilidade,1992.46€,2023-01-05
Contratação de seguro de saúde grupal - cobertura premium (Fidelidade) - Fatura nº 3944/2024,Seguros,3031.16 €,27-04-2023
Fornecimento de caixa de agendas para escritório (Período: Ojt/2024),Material de Escritório,2098.57 €,05.02.2023
Serviço de plano de dados móveis empresarial 1 Gbps - MEO (Período: Ago/2024),Telecomunicações,9664.49 €,02-01-2023
Serviço jurídico de fusões e aquisições - elaboração de acordo (Período: Out/2024),Serviços Jurídicos,4395.44€,01-05-2023
Despesa com combustível - nacional - Cód. U6496,Despesas de Transporte e Logística,7914.38€,18.10.2023
Serviço de linha vefde empresarial 500 Mbps - Vodafone - Fatura nº 5087/2024,Telecomunicações,5061.76 €,04/04/2023
armário de arquivo em madeira castanho para escritório - Fatura nº 6709/2024,Mobiliário e Equipamento de Escritório,5165.87 €,30.01.2023
Serviço de auditoria de segurança da informação semestral conforme RGPD - Cód. Z8318,Serviços de Auditoria,7721.60 €,2023-05-01
Manutenção preventiva mensal de sistemas elétricos - Fatura nº 2850/2024,Serviços de Manutenção,3683.03€,2023-01-12
Contratação de seguro multirriscos - cobertura básica (Generali) (NIF: 8196492155),Seguros,275.12€,25-05-2023
Licença perpétua de Antivírus Corporativo Enterprise - Cód. Z6087,Licenciamento de Software,7804.20 €,2023-06-14
Formação em gestão de conflitos para colaboradores - presencial 16 horas - Ref: V910,Formação e Desenvolvimento,5049.28 €,14/06/2023
Consultoria em marketing digital - pontual - Ref: K895,Serviços de Consultoria,3111.74€,2023-06-08
Fornecimento de conjunto de post-its para escritório (Período: Jun/2024),Material de Escritório,6972.40€,12/10/2023
Impressora LG Elite para uso profissional (NIF: 8770575321),Equipamentos Informáticos,3210.35€,02.01.2023
Serviço de centralita virtual empresarial 1 Gbps - MEO - Fatura nº 5654/2024,Telecomunicações,2120.24 €,2023-01-12
Serviço de preparação de demonstrações financeiras mensal - Fatura nº 4347/2024,Serviços de Contabilidade,8553.66 €,11.09.2023
Manutenção preditiva trimestral de sistemas de climatização (Período: Dez/2024),Serviços de Manutenção,2470.00€,19-06-2023
secretária em metal azul para escritório (Período: Out/2024),Mobiliário e Equipamento de Escritório,7348.45 €,01/09/2023
Rato LG Advanced para uso peofissional (Período: Jan/2024),Equipamentos Informáticos,5317.33€,2023-05-04
Formação em gestão de tempo para colaboradores - blended 40 horas - Ref: Q407,Formação e Desenvolvimento,6872.57€,30.04.2023
armário de arquivo em metal castanho para escritório (NIF: 2524957775),Mobiliário e Equipamento de Escritório,2495.04€,2023-09-07
Serviço de reconciliação bancária anual - Cód. F4206,Serviços de Contabilidade,9354.95€,08.06.2023
Formação em cibersegurança para colaboradores - online 16 horas - Cód. R7241,Formação e Desenvolvimento,9504.53 €,11/03/2023
Serviço de auditoria financeira semestral conforme ISO 9001 - Ref: J534,Serviços de Auditoria,305.26€,05/09/2023
Licença anual de PHC Engerprise (NIF: 5885953804),Licenciamento de Software,8966.93€,01-09-2023
Despesa com combustível - urbano - Cód. O2789,Despesas de Transporte e Logística,3722.21 €,2023-07-30
Manutenção preditiva trimestral de equipamentos de escritório - Ref: U139,Serviços de Manutenção,4407.82 €,09.02.2023
Serviço de auditoria interna anual conforme ISO 27001 (NIF: 8746633925),Serviços de Auditoria,9079.48€,01/04/2023
Despesa com transporte de mercadorias - económico - Cód. M8729,Despesas de Transporte e Logística,3103.65 €,2023-03-30
Licença perpétua de Adobe Creative Suite Pro - Fatura nº 3422/2024,Licenciamento de Software,3765.10€,13/12/2023
Serviço de apoio em auditorias fiscais anual - Ref: R453,Serviços de Contabilidade,2522.93€,2023-09-05
Webcam Samsung Elite para uso profissional - Fatura nº 6236/2024,Equipamentos Informáticos,3149.57€,14-10-2023
Serviço de auditoria de qualidade trimestral conforme ISO 9001 (NIF: 8495616570),Serviços de Auditoria,7943.63 €,01-01-2023
Licença enterprise de SPSS 2023 (Período: Mai/2024),Licenciamento de Software,3641.95 €,08/07/2023
Switch de Rede Lenovo Advanced para uso profissional (NIF: 8529811341),Equipamentos Informáticos,4106.46 €,2023-08-03
Contratação de seturo de crédito - cobertura standard (Allianz) - Ref: O783,Seguros,2242.86 €,12/05/2023
Consultoria em transformação digital - projeto de 3 meses - Ref: N835,Serviços de Consultoria,1368.72€,2023-02-22
Fornecimento de gestão de resíduos para instalações - tarifa tri-horária (Iberdrola) (Período: Out/2024),Energia e Utilidades,9600.60 €,2023-07-10
Despesa com combustível - internacoonal - Ref: C605,Despesas de Transporte e Logística,3695.04 €,26.12.2023
Contratação de seguro de cibersegurança - cobertura básica (Tranquilidade) (Período: Fev/2024),Seguros,9055.37€,2023-08-31
Serviço de apoio em auditorias fiscais anual - Ref: I452,Serviços de Contabilidade,8860.44€,2023-03-12
Serviço de elaboração de relatórios financeiros mensal - Ref: N138,Serviços de Contabilidade,5046.37€,16.01.2023
Contratação de seguro de frota automóvel - cobertura all-risk (Ageas) - Ref: V513,Seguros,6292.77€,23-01-2023
Serviço de centralita virtual empresarial 200 Mbps - MEO (NIF: 8899038133),Telecomunicações,6172.54 €,13-12-2023
Contratação de seguro de cibersegurança - cobertura premium (Ageas) - Fatura nº 5893/2024,Seguros,1651.54€,2023-06-25
Despesa com combustível - económico (Período: Jun/2024),Despesas de Transporte e Logística,9945.09 €,10.07.2023
Disco Rígido Externo BenQ Ultra para uso profissional - Ref: N546,Equipamentos Informáticos,7550.27 €,29.09.2023
Manutenção preditiva semestral de rede informátoca - Cód. H5773,Serviços de Manutenção,3724.42 €,2023-06-28
cadeira ergonómica em metal castanho para escritório - Fatura nº 1546/2024,Mobiliário e Equipamento de Escritório,1491.40 €,2023-11-21
Licença enterprise de Primavera Plus (Período: Out/2024),Licenciamento de Software,540.52 €,01.12.2023
Serviço de apoio em auditorias fiscais mensal - Fatura nº 8261/2024,Serviços de Contabilidade,2821.70€,24-12-2023
Webcam Dell Advanced para uso profissional - Cód. Y6518,Equipamentos Informáticos,6384.21 €,17-07-2023
Licença perpétua de AutoCAD Enterprise - Fatura nº 5801/2024,Licenciamento de Software,3186.48 €,01/11/2023
Serviço de processamento de salários mensal (Período: Jan/2024),Serviços de Contabilidade,4541.70€,24.12.2023
Manutenção preventiva mensal de sistemas de climatização - Fatura nº 3400/2024,Serviços de Manutenção,5960.50 €,2023-09-11
Portátil Logitech Elite para uso profissional (NIF: 2536526478),Equipamentos Informáticos,6380.52€,12-10-2023
Serviço de reconciliação bancária anual (NIF: 5160721778),Serviços de Contabilidade,3116.21€,22-01-2023
Serviço jurídico de direito laboral - elaboração de contrato - Ref: C450,Serviços Jurídicos,3888.86 €,19/01/2023
Serviço jurídico de proteção de dados - elaboração de contrato (Período: Mar/2024),Serviços Jurídicos,6982.02€,14.10.2023
Fornecimento de conjunto de agendas para escritório - Fatura nº 4313/2024,Material de Escritório,1629.11€,02/11/2023
Contratação de seguro de saúde grupal - cobertura all-risk (Ageas) (Período: Set/2024),Seguros,6047.98€,10-09-2023
Serviço de auditoria de sistemas trimestral conforme ISO 14001 (NIF: 2569121283),Serviços de Auditoria,2341.61 €,25.08.2023
Contratação de seguro de responsabilidade civil - cobertura all-risk (Tranquilidade) (Período: Set/2024),Seguros,6404.97 €,06.06.2023
Licença cloud de QuickBooks Plus - Fatura nº 4677/2024,Licenciamento de Software,5197.39€,19/12/2023
Serviço de processamento de salários mensal (Período: Abr/2024),Serviços de Contabilidade,2658.44 €,09/09/2023
Serviço de centralita virtual empresarial 1 Gbps - NOS - Ref: L104,Telecomunicações,2440.68€,28/02/2023
Serviço de campanha publicitária para TikTok (Período: Dez/2024),Serviços de Marketing,8489.11 €,02.03.2023
Serviço de internet de fibra ótica empresarial 200 Mbps - NOS - Cód. G3772,Telecomunicações,5905.53 €,19.02.2023
Fornecimento de gestão de resíduos para instalações - tarifa bi-horária (Galp) - Cód. G9896,Energia e Utilidades,2928.46 €,2023-02-17
Manutenção preditiva mensal de sistemas de climatização - Ref: X285,Serviços de Manutenção,8748.58 €,09.04.2023
sistema de videoconferência em couro sintético azul para escritório - Fatura jº 3473/2024,Mobiliário e Equipamento de Escritório,4577.06 €,26/01/2023
mesa de reunião em metal castanho para escritório (NIF: 6335044591),Mobiliário e Equipamento de Escritório,2478.78 €,20.01.2023
Comsultoria em inovação - contrato anual - Ref: J161,Serviços de Consultoria,7390.13€,2023-04-03
Fornecimento de resma de tinteiros para escritório - Ref: Y502,Material de Escritório,2928.55€,2023-11-16
Despesa com manutenção de frota - urbano (Período: Jan/2024),Despesas de Transporte e Logística,6277.31€,23.10.2023
Serviço de organização de eventos para YouTube - Cód. L9232,Serviços de Marketing,6528.50 €,2023-07-18
Formação em liderança para colaboradores - blended 8 horas - Ref: S870,Formação e Desenvolvimento,6921.95 €,10/03/2023
Consultoria em sustentabilidade - projeto de 3 meses (Período: Jan/2024),Serviços de Consultoria,459.56 €,01.01.2023
Licença perpétua de Sage 2023 - Cód. H3551,Licenciamento de Software,2383.01€,2023-08-22
Licença cloud de Sage Pro - Cód. K6778,Licenciamento de Software,6289.08€,20-07-2023
Serviço de preparação de IES trimestral (NIF: 9597232912),Serviços de Contabilidade,2151.57 €,2023-04-22
Formação em gestão de tempo para colaboradores - online 8 horas - Fatura nº 2886/2024,Formação e Desenvolvimento,6101.25€,30.11.2023
Serviço de processamento de salários trimestral - Ref: G145,Serviços de Contabilidade,3594.47€,20-10-2023
Serviço de VoIP empresarial 500 Mbps - NOWO - Fatura nº 7985/2024,Telecomunicações,6442.51€,28-08-2023
Contratação de seguro de cibersegurança - cobertura premium (Fidelidade) - Cód. B6293,Seguros,6724.92 €,16.01.2023
Fornecimento de gás natural para instalações - tarifa simples (EDP) - Ref: I713,Energia e Utilidades,1737.45€,2023-10-27
Formação em RGPD para colaboradores - blended 40 horas - Fatura nº 6311/2024,Formação e Desenvolvimento,8079.79 €,07-09-2023
Serviço de processamento de salários mensal (NIF: 6346491342),Serviços de Contabilidade,8847.28€,2023-07-03
Fornecimento de caixa de papel A4 para escritório - Cód. Y6340,Material de Escritório,449.90€,2023-10-16
Contratação de seguro de acidentes de trabalho - cobertura standard (Tranquilidade) (Período: Jan/2024),Seguros,2058.90€,06-10-2023
Licença por utilizador de Antivírus Corporativo 2023 - Fatura nº 4519/2024,Licenciamento de Software,8188.77 €,08-01-2023
Consultoria em inovação - contrato anual (Período: Abr/2024),Serviços de Consultoria,6336.99 €,23.02.2023
armário de arquivo em metal cinza para escritório (Período: Mar/2024),Mobiliário e Equipamento de Escritório,2969.68€,2023-10-31
Fornecimento de gás natural para instalações - tarifa simples (Goldenergy) - Cód. Y7786,Energia e Utilidades,8294.90 €,05-07-2023
Consultoria em recursos humanos - contrato ajual - Fatura nº 9878/2024,Serviços de Consultoria,4688.88€,11/12/2023
Serviço de elaboração de relatórios financeiros trimestral - Cód. X6620,Serviços de Contabilidade,9537.95€,23/12/2023
Formação em línguas estrangeiras para colaboradores - online 16 horas (NIF: 6556752942),Formação e Desenvolvimento,4790.79 €,2023-05-27
Fornecimento de resma de post-its para escritório (NIF: 9145881124),Material de Escritório,4436.06 €,2023-06-15
Licença perpétua de Salesforce 2023 - Cód. G9934,Licenciamento de Software,2665.44 €,14/01/2023
Formação em FGPD para colaboradores - online 40 horas (Período: Jan/2024),Formação e Desenvolvimento,2104.12 €,2023-08-18
mesa de reunião em metal cinza para escritório - Cód. B5567,Mobiliário e Equipamento de Escritório,3708.50€,28.10.2023
Impressora BenQ Basic para uso profissional - Ref: Y781,Equipamentos Informáticos,5021.46€,11/05/2023
Licença por dispositivo de Salesforce Pro (NIF: 1910919521),Licenciamento de Software,3438.41 €,18.01.2023
Formação em segurança no trabalho para colaboradores - online 24 horas (Período: Jan/2024),Formação e Desenvolvimento,7534.26 €,11/07/2023
Despesa com combustível - nacional (NIF: 5606417093),Despesas de Transporte e Logística,8132.94 €,2023-09-29
Serviço jurídico de fusões e aquisições - elaboração de acordo (NIF: 6502683966),Serviços Jurídicos,3949.96 €,05/08/2023
secretária em madeira castanho para escritório - Fatura nº 2059/2024,Mobiliário e Equipamento de Escritório,597.99 €,25-07-2023
Formação em segurança no trabalho para colaboradores - presencial 24 horas (Período: Dez/2024),Formação e Desenvolvimento,5724.49€,2023-06-12
Fornecimento de resma de agendas para escritório - Fatura nº 6911/2024,Material de Escritório,3268.73€,12-09-2023
Serviço de planeamento fiscal mensal (Período: Ago/2024),Serviços de Contabilidade,2204.49 €,25.10.2023
Fornecimento de conjunto de post-its para escritório - Cód. J6408,Material de Escritório,7194.73€,13.12.2023
Licença perpétua de Sage Plus - Cód. W2520,Licenciamento de Software,7180.50 €,2023-08-19
Serviço de internet de fibra ótica empresarial 1 Gbps - NOWO - Fatura nº 7257/2024,Telecomunicações,9215.75€,12.09.2023
Fornecimento de gestão de resíduos para instalações - tarifa bi-horária (Iberdrola) (NIF: 2358470973),Energia e Utilidades,5107.54€,2023-01-01
